"Species","trait_name","value"
"Grevillea flexuosa","Growth Habit","Evergreen, Open foliage"
"Grevillea flexuosa","Soil Moisture","Well-drained"
"Grevillea flexuosa","Frost Tolerance","Tolerates light frost"
"Grevillea flexuosa","Plant Usage","Screen, Windbreak"
"Grevillea flexuosa","Special Uses","Cut flower, Erosion control, Bird nesting plant"
"Grevillea flexuosa","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea flexuosa","description","The interesting divided foliage coupled with masses of lemon yellow flower heads in spring are the outstanding features of this showy grevillea. Use it as a feature plant grown amongst other shrubs which can help to hide a somewhat sprawling growth habit. It is also useful as a short lived cut flower for indoor decoration. It needs very well drained soil to emulate the conditions it prefers in its wild habitat and benefits from being grafted onto tougher grevillea rootstocks when grown in heavier soils."
"Grevillea","Scientific Name","Grevillea"
"Grevillea","Family","Proteaceae"
"Grevillea","Common Name","Grevillea"
"Grevillea","Plant Type","Small shrub, Large shrub"
"Grevillea","Height","2 ~ 3 metres"
"Grevillea","Width","2 ~ 2.5 metres"
"Grevillea","Flower Colour","Red"
"Grevillea","Flowering Time","All year"
"Grevillea","Ph Level","Acid, Neutral"
"Grevillea","Soil Type","Loamy, Sandy loam, Clay loam, Poor soil"
"Grevillea","Plant Environment","Low maintenance garden, Flower garden, Coastal garden, Drought resistant"
"Grevillea","Climate Zone","Warm temperate, Cool temperate, Mediterranean"
"Grevillea","Light","Sunny, Light shade"
"Grevillea","Growth Habit","Evergreen, Dense foliage, Open foliage, Spreading"
"Grevillea","Soil Moisture","Well-drained"
"Grevillea","Frost Tolerance","Tolerates light frost"
"Grevillea","Plant Usage","Hedge, Screen, Windbreak"
"Grevillea","Special Uses","Cut flower, Erosion control"
"Grevillea","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea","description","The stunning crimson red flowers borne all year round on a medium sized shrub are the outstanding attributes of this excellent grevillea. Use it as a feature shrub that will attract masses of honey eating birds to your garden and can also be cut for indoor decoration as the flower heads last a week or so indoors. Cut off old flowering branches when they stop producing new flower buds and feed once a year with a low phosphorus native fertiliser."
"Grevillea","Scientific Name","Grevillea"
"Grevillea","Family","Proteacea"
"Grevillea","Common Name","Grevillea"
"Grevillea","Plant Type","Small shrub"
"Grevillea","Height","1 ~ 1.5 metre"
"Grevillea","Width","1 ~ 1.5 metre"
"Grevillea","Flower Colour","Pink"
"Grevillea","Flowering Time","All year"
"Grevillea","Ph Level","Acid, Neutral"
"Grevillea","Soil Type","Sandy, Loamy, Sandy loam, Clay loam, Poor soil"
"Grevillea","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Flower garden, Drought resistant"
"Grevillea","Climate Zone","Warm temperate, Cool temperate, Mediterranean"
"Grevillea","Light","Sunny"
"Grevillea","Growth Habit","Evergreen, Spreading"
"Grevillea","Soil Moisture","Well-drained"
"Grevillea","Frost Tolerance","Tolerates light frost"
"Grevillea","Plant Usage","Feature plant, Screen"
"Grevillea","Special Uses","Cut flower, Erosion control"
"Grevillea","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea","description","The lovely soft pink large flower heads on a compact shrubby growth habit are the outstanding features of this spectacular grevillea. It makes a great bird attracting feature plant for the garden that can also be used to supply short-lived cut flowers for the house. Give it a trim after its main flush of flowers in late winter and early spring and feed a with low phospohorus native fertilizer in spring and summer, watering in well afterwards."
"Grevillea","Scientific Name","Grevillea"
"Grevillea","Family","Proteaceae"
"Grevillea","Common Name","Grevillea"
"Grevillea","Plant Type","Large shrub"
"Grevillea","Height","2 ~ 3 metres"
"Grevillea","Width","1.5 ~ 2 metres"
"Grevillea","Flower Colour","Orange"
"Grevillea","Flowering Time","All year"
"Grevillea","Ph Level","Acid, Neutral, Alkaline"
"Grevillea","Soil Type","Loamy, Sandy loam, Clay loam, Poor soil"
"Grevillea","Plant Environment","Low maintenance garden, Flower garden, Coastal garden, Drought resistant"
"Grevillea","Climate Zone","Sub-tropical, Warm temperate, Cool temperate, Mediterranean"
"Grevillea","Light","Sunny, Light shade"
"Grevillea","Growth Habit","Evergreen, Spreading"
"Grevillea","Lifespan","Perennial"
"Grevillea","Soil Moisture","Well-drained"
"Grevillea","Frost Tolerance","Tolerates light frost"
"Grevillea","Plant Usage","Screen, Windbreak"
"Grevillea","Special Uses","Cut flower, Erosion control, Bird nesting plant"
"Grevillea","Attracts Wildlife","Bees, Nectar eating birds, Butterflies"
"Grevillea","description","The beautiful orange flowers tipped with yellow borne all year round on a relatively compact shrub are the key features of this stunning grevillea. It makes a wonderful feature plant that will attract spectacular nectar feeding birds to your garden. Trim it back lightly behind the spent flower heads after each major flush of blooms and feed it at the same time."
"Grevillea montana","Scientific Name","Grevillea montana"
"Grevillea montana","Family","Proteaceae"
"Grevillea montana","Common Name","Grevillea"
"Grevillea montana","Plant Type","Small shrub"
"Grevillea montana","Height","1 ~ 1.5 metre"
"Grevillea montana","Width","0.8 ~ 1 metre"
"Grevillea montana","Flower Colour","Red, Green"
"Grevillea montana","Flowering Time","All year"
"Grevillea montana","Ph Level","Acid, Neutral, Alkaline"
"Grevillea montana","Soil Type","Loamy, Sandy loam, Clay loam, Poor soil"
"Grevillea montana","Plant Environment","Low maintenance garden, Poolside, Container growing, Drought resistant"
"Grevillea montana","Climate Zone","Warm temperate, Cool temperate, Cool"
"Grevillea montana","Light","Sunny, Light shade, Half shade"
"Grevillea montana","Growth Habit","Evergreen"
"Grevillea montana","Soil Moisture","Well-drained"
"Grevillea montana","Frost Tolerance","Tolerates light frost"
"Grevillea montana","Plant Usage","Groundcover"
"Grevillea montana","Special Uses","Playground friendly"
"Grevillea montana","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea montana","description","Unusual delicate green and red flowers are produced for most of the year on a compact mounding shrub. It tolerates some shade and so makes a very useful understorey shrub for lightly shaded gardens. Give it a light trim at the end of spring to keep it tidy."
"Grevillea rosmarinifolia","Scientific Name","Grevillea rosmarinifolia"
"Grevillea rosmarinifolia","Family","Proteaceae"
"Grevillea rosmarinifolia","Common Name","Grevillea"
"Grevillea rosmarinifolia","Plant Type","Small shrub"
"Grevillea rosmarinifolia","Height","0.8 ~ 1 metre"
"Grevillea rosmarinifolia","Width","0.8 ~ 1 metre"
"Grevillea rosmarinifolia","Flower Colour","Red, Pink"
"Grevillea rosmarinifolia","Flowering Time","All year"
"Grevillea rosmarinifolia","Ph Level","Acid, Neutral, Alkaline"
"Grevillea rosmarinifolia","Soil Type","Loamy, Sandy loam, Clay loam, Poor soil"
"Grevillea rosmarinifolia","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Cottage garden, Flower garden, Cold climate, Coastal garden, Drought resistant"
"Grevillea rosmarinifolia","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool, Semi-arid"
"Grevillea rosmarinifolia","Light","Sunny, Light shade"
"Grevillea rosmarinifolia","Growth Habit","Evergreen, Mound-shaped"
"Grevillea rosmarinifolia","Lifespan","Perennial"
"Grevillea rosmarinifolia","Soil Moisture","Well-drained"
"Grevillea rosmarinifolia","Frost Tolerance","Tolerates heavy frost"
"Grevillea rosmarinifolia","Plant Usage","Topiary, Groundcover, Feature plant"
"Grevillea rosmarinifolia","Special Uses","Cut flower, Bonsai, Erosion control, Bird nesting plant, Pollution tolerant, Playground friendly"
"Grevillea rosmarinifolia","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea rosmarinifolia","description","The dense mounding habit of this neat shrub features a prolific display of scarlet flowers over an extended period. The mid-green prickly needle-like foliage is great for providing bird habitat so use this as a feature shrub at the front of the garden so you can enjoy the bird life. It is also very suitable for frosty climates and needs very little if any maintenance. If desired a light prune will lead to an even more dense growth habit."
"Grevillea juniperina","Scientific Name","Grevillea juniperina"
"Grevillea juniperina","Family","Proteaceae"
"Grevillea juniperina","Common Name","Grevillea"
"Grevillea juniperina","Plant Type","Small shrub, Ground cover"
"Grevillea juniperina","Height","0.3 ~ 0.5 metres"
"Grevillea juniperina","Width","1.5 ~ 2 metres"
"Grevillea juniperina","Flower Colour","White, Pink"
"Grevillea juniperina","Flowering Time","All year"
"Grevillea juniperina","Ph Level","Acid, Neutral"
"Grevillea juniperina","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix, Poor soil"
"Grevillea juniperina","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Flower garden, Cold climate, Drought resistant"
"Grevillea juniperina","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool"
"Grevillea juniperina","Light","Sunny, Light shade"
"Grevillea juniperina","Growth Habit","Evergreen, Spreading, Mound-shaped"
"Grevillea juniperina","Lifespan","Perennial"
"Grevillea juniperina","Soil Moisture","Well-drained"
"Grevillea juniperina","Frost Tolerance","Tolerates light frost"
"Grevillea juniperina","Plant Usage","Groundcover, Feature plant, Border plant"
"Grevillea juniperina","Special Uses","Bonsai, Erosion control, Fast growing"
"Grevillea juniperina","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea juniperina","description","This is a very tough and very attractive ground cover shrub with delicate pink coronet-shaped flowers most of the year but peaking in Spring. It grows to half a metre high and spreads to 2 metres wide, with fine but prickly foliage which serves to give cover to birds and other wildlife such as lizards. Use it as a rockery or ground cover plant to spill over walls and embankments where the birds it attracts can be enjoyed. Give it a light trim at the end of spring if it looks like it needs a tidy up. Frost and drought tolerant."
"Grevillea","Scientific Name","Grevillea"
"Grevillea","Family","Proteaceae"
"Grevillea","Common Name","Grevillea"
"Grevillea","Plant Type","Small shrub, Ground cover"
"Grevillea","Height","0.1 ~ 0.3 metres"
"Grevillea","Width","2 ~ 3 metres"
"Grevillea","Flower Colour","Red"
"Grevillea","Flowering Time","Spring, Summer"
"Grevillea","Ph Level","Acid, Neutral, Alkaline"
"Grevillea","Soil Type","Loamy, Sandy loam, Clay loam, Poor soil"
"Grevillea","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Coastal garden, Drought resistant"
"Grevillea","Climate Zone","Warm temperate, Cool temperate, Mediterranean, Cool"
"Grevillea","Light","Sunny, Light shade"
"Grevillea","Growth Habit","Evergreen, Spreading"
"Grevillea","Lifespan","Perennial"
"Grevillea","Soil Moisture","Well-drained"
"Grevillea","Frost Tolerance","Tolerates light frost"
"Grevillea","Plant Usage","Groundcover, Border plant"
"Grevillea","Special Uses","Erosion control"
"Grevillea","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea","description","The attractive green pinnate leaves are studded with lots of bright red toothbrush flowers in spring and summer, making this a superb, dense ground cover. Use it to stabilise banks or as an extensive ground cover to minimise weed growth and stop erosion. Very little maintenance is required apart from periodic removal of dead bits. Drought and frost tolerant, and can be used for seaside gardens."
"Grevillea","Scientific Name","Grevillea"
"Grevillea","Family","Proteaceae"
"Grevillea","Common Name","Grevillea"
"Grevillea","Plant Type","Small shrub, Ground cover"
"Grevillea","Height","0.6 ~ 0.75 metres"
"Grevillea","Width","0.3 ~ 0.5 metres"
"Grevillea","Flower Colour","Yellow"
"Grevillea","Flowering Time","Spring, Winter"
"Grevillea","Ph Level","Acid, Neutral"
"Grevillea","Soil Type","Loamy, Sandy loam, Clay loam, Potting mix"
"Grevillea","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Flower garden"
"Grevillea","Climate Zone","Warm temperate, Cool temperate"
"Grevillea","Light","Sunny"
"Grevillea","Growth Habit","Evergreen, Spreading"
"Grevillea","Lifespan","Perennial"
"Grevillea","Soil Moisture","Well-drained"
"Grevillea","Frost Tolerance","Tolerates light frost"
"Grevillea","Plant Usage","Groundcover, Border plant"
"Grevillea","Attracts Wildlife","Bees, Nectar eating birds, Butterflies, Other insects"
"Grevillea","description","Masses of golden flower clusters that open to a beautiful yellow set amongst soft oval green leaves are the key features of this lovely little grevillea. Use it as a shrub for the front of the garden where you will be able to enjoy the birds it attracts. It is also fantastic for rockeries or pots as well. Give it a light trim at the end of spring to keep it tidy."
"Grevillea","Scientific Name","Grevillea"
"Grevillea","Family","Proteaceae"
"Grevillea","Common Name","Grevillea"
"Grevillea","Plant Type","Small shrub, Ground cover"
"Grevillea","Height","0.3 ~ 0.5 metres"
"Grevillea","Width","1.5 ~ 2 metres"
"Grevillea","Flower Colour","Red"
"Grevillea","Flowering Time","All year"
"Grevillea","Ph Level","Acid, Neutral"
"Grevillea","Soil Type","Sandy loam, Clay loam, Potting mix, Poor soil"
"Grevillea","Plant Environment","Low maintenance garden, Courtyard, Poolside, Container growing, Flower garden, Drought resistant"
