"study","species","trait_name","value","trait_name_original","value_original","newspecies"
"Gardensonline","Spathiphyllum Sensation","common_name","Madonna Lily","common_name","Peace Lily, Madonna Lily",
"Gardensonline","Spiraea cantoniensis Lanceata","common_name","Reeves' Spiraea","common_name","Double White May, Reeves' Spiraea",
"Gardensonline","Symphytum Officinale","common_name","Knitbone","common_name","Comfrey, Knitbone, Boneset",
"Gardensonline","Thuja plicata Zebrina","common_name","Western Red Cedar 'Zebrina'","common_name","Zebrina Thuya, Western Red Cedar 'Zebrina'",
"Gardensonline","Tradescantia Pallida","common_name","Purple Heart","common_name","Spiderwort, Purple Heart, Purple Queen",
"Gardensonline","Tulipa","common_name","Turban Flower","common_name","Tulips, Turban Flower",
"Gardensonline","Verbena tapien","common_name","Rose Vervain","common_name","Tapien Verbena, Rose Vervain",
"Gardensonline","Verbena peruviana Violet Suprise","common_name","Vervain","common_name","Peruvian Verbena, Vervain",
"Gardensonline","Viburnum Emerald Triumph","common_name","Guelder Rose","common_name","Viburnum, Guelder Rose",
"Gardensonline","Vriesea","common_name","Painted Feather","common_name","Painted Sword, Painted Feather, Vriesea",
"Gardensonline","x Citrofortunella microcarpa","common_name","Orange Panama","common_name","Calamondin Orange, Orange Panama",
"Gardensonline","Zantedeschia","common_name","Calla Lily","common_name","Arum Lily, Calla Lily",
"Gardensonline","Abutilon Boule de Neige","common_name","Chinese Bellflower","common_name","Chinese Lantern, Flowering Maple, Chinese Bellflower",
"Gardensonline","Acacia cognata Dwarf variants","common_name","'Green Mist' Wattle","common_name","'Limelight' Wattle, 'Bower Beauty' Wattle, 'Green Mist' Wattle",
"Gardensonline","Acaena saccaticupula Blue Haze","common_name","Pirri-Pirri","common_name","New Zealand Burr, Bidibidi, Pirri-Pirri",
"Gardensonline","Acer palmatum Dissectum","common_name","Green Leaf","common_name","Japanese Maple, Cut Leaf, Green Leaf",
"Gardensonline","Ajuga reptans Alba","common_name","Common Bugle","common_name","White  Bugle, Carpet Bugle, Common Bugle, European Bugle",
"Gardensonline","Ajuga reptans Blue","common_name","Common Bugle","common_name","Blue Bugle, Carpet Bugle, Common Bugle, European Bugle",
"Gardensonline","Albizia julibrissin Rosea","common_name","Pink Mimosa","common_name","Pink Silk Tree, Red Mimosa, Pink Mimosa, Persian Silk Tree",
"Gardensonline","Alnus glutinosa Laciniata","common_name","Cutleaf European Alder","common_name","Lace Leaf  Alder, Cut Leafed Common Alder, Cutleaf European Alder",
"Gardensonline","Alstroemeria","common_name","Peruvian Lily","common_name","Alstroemeria, Princess Lily, Peruvian Lily",
"Gardensonline","Alstroemeria hybrida","common_name","Dwarf Peruvian Lily","common_name","Dwarf Alstromeria, Dwarf Princess Lily, Dwarf Peruvian Lily",
"Gardensonline","Angelonia angustifolia Angel Mist Purple Stripe","common_name","Grannies Bonnet","common_name","Angel Mist, Purple Stripe Angel Mist, Grannies Bonnet",
"Gardensonline","Brassica oleracea Lacinato","common_name","Dinosaur Kale","common_name","Tuscan Kale, Lacinato Kale, Dinosaur Kale, Black Tuscan Kale",
"Gardensonline","Buxus sempervirens Variegata","common_name","Variegated Common Box","common_name","Variegated Box, Variegated European Box, Variegated Common Box",
"Gardensonline","Capsicum annum Banana Cultivars","common_name","Hungarian Wax Chilli","common_name","Banana Peppers, Yellow Wax Pepper, Hungarian Wax Chilli, Banana Chilli",
"Gardensonline","Convolvulus sabatius Mauritanicus","common_name","Moroccan Glory Vine","common_name","Ground Morning Glory, Bindweed, Moroccan Glory Vine, African Bindweed",
"Gardensonline","Corymbia Cultivars","common_name","Fairy Floss","common_name","Summer Beauty, Summer Red, Fairy Floss, Baby Orange",
"Gardensonline","Crocosmia Citronella","common_name","Monbretia","common_name","Crocosmia Citronella, Crocosmia Golden Fleece, Monbretia",
"Gardensonline","Cupressus sempervirens Stricta","common_name","Columnar Italian Cypress","common_name","Pencil Pine, Columnar Mediterranean Cypress, Columnar Italian Cypress",
"Gardensonline","Dimorphotheca","common_name","Namaqualand Daisy","common_name","African Daisy, Cape Marigold, Namaqualand Daisy",
"Gardensonline","Duranta repens Geisha Girl","common_name","Pigeon Berry","common_name","Geisha Girl, Golden Dewdrop, Pigeon Berry, Sky Flower",
"Gardensonline","Erica cinerea aureifolia Golden Drop","common_name","Bell Heather","common_name","Twisted Heather, Scotch Heather, Bell Heather",
"Gardensonline","Fagus sylvatica Purpurea","common_name","Purple Leaf Beach","common_name","Copper Beech, European Beech, Purple Leaf Beach",
"Gardensonline","Fraxinus excelsior Aurea","common_name","European Yellow Ash","common_name","Golden Ash, Common Ash, European Yellow Ash",
"Gardensonline","Fraxinus excelsior Pendula","common_name","Weeping European Ash","common_name","Weeping Ash, Weeping Common Ash, Weeping European Ash",
"Gardensonline","Heuchera","common_name","Rock Geranium","common_name","Coral Bells, Alum Root, Rock Geranium",
"Gardensonline","Hippeastrum","common_name","Fire Lily","common_name","Barbardos Lily, Amaryllis, Fire Lily",
"Gardensonline","Hosta Large Cultivars","common_name","Giboshi","common_name","Hosta, Plantain Lily, Giboshi",
"Gardensonline","Hosta Medium Cultivars","common_name","Giboshi","common_name","Hosta, Plantain Lily, Giboshi",
"Gardensonline","Hosta Small Cultivars","common_name","Giboshi","common_name","Hosta, Plantain Lily, Giboshi",
"Gardensonline","Laburnum waterii Vossii","common_name","Golden Rain","common_name","Waterer laburnum, Golden Chain Tree, Golden Rain",
"Gardensonline","Murraya paniculata Min A Min","common_name","Dwarf Cosmetic Bark Tree","common_name","DwarfOrange Jessamine, Dwarf Mock Orange, Dwarf Cosmetic Bark Tree",
"Gardensonline","Oncidium","common_name","Dancing Doll Orchid","common_name","Oncidium Orchids, Dancing Lady Orchid, Dancing Doll Orchid",
"Gardensonline","Osteospermums","common_name","Blue and White Daisybush","common_name","Star of the Veldt, Sailorboy Daisy, Blue and White Daisybush, Cape Daisy",
"Gardensonline","Pericallis","common_name","Cineraria","common_name","Pericallis, Senecio, Cineraria",
"Gardensonline","Phaseolus vulgaris Borlotti Bean","common_name","Shell bean","common_name","Borlotti Bean, Roman Bean, Shell bean, Cranberry Bean",
"Gardensonline","Philotheca buxifolia Cascade of Stars","common_name","Box-Leaf Waxflower","common_name","Cascade of Stars Waxflower, Eriostemon Cascade of Stars, Box-Leaf Waxflower",
"Gardensonline","Pieris japonica Valley Rose","common_name","Lily Of The Valley Bush","common_name","Pearl Flower, Andromeda, Lily Of The Valley Bush",
"Gardensonline","Platycaldus orientalis Aurea Nana","common_name","Dwarf Oriental Arborvitae","common_name","Golden Biota, Dwarf Golden Oriental Thuja, Dwarf Oriental Arborvitae",
"Gardensonline","Plumbago auriculata Alba","common_name","Cape Plumbago","common_name","White Plumbago, Leadwort, Cape Plumbago",
"Gardensonline","Pyrus Pyrifolia","common_name","Japanese Pear","common_name","Nashi Pear, Chinese Pear, Japanese Pear, Sand Pear",
"Gardensonline","Rosa David Austin Modern hybrid","common_name","Shrub Rose","common_name","English Rose, David Austin Rose, Shrub Rose",
"Gardensonline","Rosa Gallica Old Garden hybrid","common_name","French Rose","common_name","Apothecary<e2><U+0080><U+0099>s Rose, Red Rose of Lancaster, French Rose, Rose of Lavins",
"Gardensonline","Rudbeckia","common_name","Marmalade Daisy","common_name","Gloriosa Daisy, Cone Flower, Marmalade Daisy, Black-Eyed Susan",
"Gardensonline","Sagina subulata Aurea","common_name","Pearlwort","common_name","Irish Moss, Scotch Moss, Pearlwort",
"Gardensonline","Schefflera Amate","common_name","Australian Ivy Palm","common_name","Umbrella Tree, Octopus Tree, Australian Ivy Palm",
"Gardensonline","Schlumbergera spp","common_name","Hummingbird Flower","common_name","Christmas Cactus, Winter Cactus, Hummingbird Flower, Crab cactus",
"Gardensonline","Silene vulgaris subsp","common_name","Maidenstears","common_name","Catchfly, Bladder Campion, Maidenstears",
"Gardensonline","Symphytum Officinale","common_name","Boneset","common_name","Comfrey, Knitbone, Boneset",
"Gardensonline","Tradescantia Pallida","common_name","Purple Queen","common_name","Spiderwort, Purple Heart, Purple Queen",
"Gardensonline","Vriesea","common_name","Vriesea","common_name","Painted Sword, Painted Feather, Vriesea",
"Gardensonline","Ajuga reptans Alba","common_name","European Bugle","common_name","White  Bugle, Carpet Bugle, Common Bugle, European Bugle",
"Gardensonline","Ajuga reptans Blue","common_name","European Bugle","common_name","Blue Bugle, Carpet Bugle, Common Bugle, European Bugle",
"Gardensonline","Albizia julibrissin Rosea","common_name","Persian Silk Tree","common_name","Pink Silk Tree, Red Mimosa, Pink Mimosa, Persian Silk Tree",
"Gardensonline","Brassica oleracea Lacinato","common_name","Black Tuscan Kale","common_name","Tuscan Kale, Lacinato Kale, Dinosaur Kale, Black Tuscan Kale",
"Gardensonline","Capsicum annum Banana Cultivars","common_name","Banana Chilli","common_name","Banana Peppers, Yellow Wax Pepper, Hungarian Wax Chilli, Banana Chilli",
"Gardensonline","Convolvulus sabatius Mauritanicus","common_name","African Bindweed","common_name","Ground Morning Glory, Bindweed, Moroccan Glory Vine, African Bindweed",
"Gardensonline","Corymbia Cultivars","common_name","Baby Orange","common_name","Summer Beauty, Summer Red, Fairy Floss, Baby Orange",
"Gardensonline","Duranta repens Geisha Girl","common_name","Sky Flower","common_name","Geisha Girl, Golden Dewdrop, Pigeon Berry, Sky Flower",
"Gardensonline","Osteospermums","common_name","Cape Daisy","common_name","Star of the Veldt, Sailorboy Daisy, Blue and White Daisybush, Cape Daisy",
"Gardensonline","Phaseolus vulgaris Borlotti Bean","common_name","Cranberry Bean","common_name","Borlotti Bean, Roman Bean, Shell bean, Cranberry Bean",
"Gardensonline","Pyrus Pyrifolia","common_name","Sand Pear","common_name","Nashi Pear, Chinese Pear, Japanese Pear, Sand Pear",
"Gardensonline","Rosa Gallica Old Garden hybrid","common_name","Rose of Lavins","common_name","Apothecary<e2><U+0080><U+0099>s Rose, Red Rose of Lancaster, French Rose, Rose of Lavins",
"Gardensonline","Rudbeckia","common_name","Black-Eyed Susan","common_name","Gloriosa Daisy, Cone Flower, Marmalade Daisy, Black-Eyed Susan",
"Gardensonline","Schlumbergera spp","common_name","Crab cactus","common_name","Christmas Cactus, Winter Cactus, Hummingbird Flower, Crab cactus",
"Gardensonline","Abelia Edward Groucher","form","shrub","Type","Shrub",
"Gardensonline","Abelia Lavender Mist","form","shrub","Type","Shrub",
"Gardensonline","Abelia grandiflora Nana","form","shrub","Type","Shrub",
"Gardensonline","Abies pinsapo Aurea","form","tree","Type","Tree",
"Gardensonline","Abies koreana Ice Breaker","form","tree","Type","Tree",
"Gardensonline","Abutilon Boule de Neige","form","shrub","Type","Shrub",
"Gardensonline","Acacia alata Alata","form","shrub","Type","Shrub",
"Gardensonline","Acacia alata Biglandulosa","form","shrub","Type","Shrub",
"Gardensonline","Acacia howitii dwarf and prostrate forms","form","shrub","Type","Shrub",
"Gardensonline","Acacia cognata Dwarf variants","form","shrub","Type","Shrub",
"Gardensonline","Acacia baileyana Purpurea","form","tree","Type","Tree",
"Gardensonline","Acacia kettlewelliae Pravissima","form","shrub","Type","Shrub",
"Gardensonline","Acaena novae zelandiae","form","grass","Type","Lawn/Groundcover",
"Gardensonline","Acaena saccaticupula Blue Haze","form","annual","Type","Annual/Perennial",
"Gardensonline","Acalypha Reptans","form","shrub","Type","Shrub",
"Gardensonline","Acer palmatum Atropurpureum","form","tree","Type","Tree",
"Gardensonline","Acer palmatum Dissectum","form","tree","Type","Tree",
"Gardensonline","Acer conspicuum Silver Cardinal","form","tree","Type","Tree",
"Gardensonline","Achillea","form","annual","Type","Annual/Perennial",
"Gardensonline","Adiantum trapeziforme Silver Dollar","form","fern","Type","Fern/Palm/Cycad",
"Gardensonline","Aechmea Blue Rain","form","succulent","Type","Cactii/Succulent",
"Gardensonline","Aechmea pepita","form","succulent","Type","Cactii/Succulent",
"Gardensonline","Aechmea pimenti velosoi","form","annual","Type","Annual/Perennial",
"Gardensonline","Aechmea","form","annual","Type","Annual/Perennial",
"Gardensonline","Aechmea pineliana Pineliana","form","annual","Type","Annual/Perennial",
"Gardensonline","Agapanthus Dwarf Forms","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Agapanthus praecox Alba","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Agapanthus orientalis Black Magic","form","annual","Type","Annual/Perennial",
"Gardensonline","Agapanthus praecox Minimus","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Agastache","form","herb","Type","Herb",
"Gardensonline","Agave lophantha Quadricolour","form","succulent","Type","Cactii/Succulent",
"Gardensonline","Ajuga reptans Alba","form","annual","Type","Annual/Perennial",
"Gardensonline","Ajuga reptans Blue","form","annual","Type","Annual/Perennial",
"Gardensonline","Ajuga reptans Fioritura","form","annual","Type","Annual/Perennial",
"Gardensonline","Albizia julibrissin Rosea","form","tree","Type","Tree",
"Gardensonline","Alcantarea Imperialis","form","annual","Type","Annual/Perennial",
"Gardensonline","Alcea","form","annual","Type","Annual/Perennial",
"Gardensonline","Allamanda Winter Velvet","form","climber","Type","Climber/Creeper",
"Gardensonline","Allium ornamental","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Alnus glutinosa Laciniata","form","tree","Type","Tree",
"Gardensonline","Aloe Super Red","form","succulent","Type","Cactii/Succulent",
"Gardensonline","Alpinia formosana Pinstripe","form","annual","Type","Annual/Perennial",
"Gardensonline","Alstroemeria","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Alstroemeria staprisara","form","annual","Type","Annual/Perennial",
"Gardensonline","Alstroemeria hybrida","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Alternanthera dentata Little Ruby","form","annual","Type","Annual/Perennial",
"Gardensonline","Alyogyne huegelii Blue Heeler","form","shrub","Type","Shrub",
"Gardensonline","Amaryllis","form","bulb","Type","Bulb/Corm/Tuber",
"Gardensonline","Andromeda polifolia Compacta","form","shrub","Type","Shrub",
"Gardensonline","Anemone huphensis Honorine Jobert","form","annual","Type","Annual/Perennial",
"Gardensonline","Anemone hybrida Fantasy TM Series","form","annual","Type","Annual/Perennial",
"Gardensonline","Angelonia angustifolia Angel Mist Purple Stripe","form","annual","Type","Annual/Perennial",
"Gardensonline","Angelonia angustifolia Archangel","form","annual","Type","Annual/Perennial",
"Gardensonline","Anigozanthos","form","annual","Type","Annual/Perennial",
"Gardensonline","Anthurium","form","annual","Type","Annual/Perennial",
"Gardensonline","Apium Graveolens","form","herb","Type","Herb",
"Gardensonline","Araucaria Cunninghamii","form","tree","Type","Tree",
"Gardensonline","Archontophoenix purpurea Mount Lewis","form","tree","Type","Tree",
"Gardensonline","Arctotis","form","annual","Type","Annual/Perennial",
"Gardensonline","Argyranthemum frutescens Lollipop Series","form","annual","Type","Annual/Perennial",
